"gene"	"transcript"	"logFC_gast_nect"	"logCPM_gast_nect"	"PValue_gast_nect"	"P_adjust_gast_nect"	"CMN0040"	"CMN0039"	"CMN0047"	"CMN0048"	"go"	"CMN0039_GO_wnt"	"CMN0040_GO_wnt"	"CMN0039_GO_mapk"	"CMN0040_GO_mapk"	"CMN0039_GO_cyst"	"CMN0040_GO_cyst"	"CMN0039_GO_fate"	"CMN0040_GO_fate"
"468"	"c105478_g1_i1"	"102400"	-0.377450221025496	4.90021429580923	0.660857843273495	1	450.03	535	255.41	388.05	"GO:0045121,GO:0021680,GO:0043066,GO:0043523,GO:0044763"	535	450.03	535	450.03	535	450.03	535	450.03
"469"	"c105480_g1_i1"	"77396"	0.409102013363806	6.7570172618785	0.625341969331316	1	1222.99	2500.92	1262	1092	"GO:0005635,GO:0016020,GO:0050794"	2500.92	1222.99	2500.92	1222.99	2500.92	1222.99	2500.92	1222.99
"470"	"c105494_g3_i1"	"3531"	-1.13498847532791	2.36106187629744	0.230066527835438	1	109	50	44	63	"GO:0044424,GO:0009987,GO:0044699"	50	109	50	109	50	109	184.124	109
"471"	"c105497_g1_i1"	"62446"	-0.136845395144511	5.63896347894522	0.873567542592014	1	737	928	513.95	563	"GO:0000808,GO:0044454,GO:0005488,GO:0007049"	928	737	928	737	928	737	928	737
"472"	"c105511_g1_i3"	"59341"	5.1524119320687	-1.71019540451829	0.140778672056153	1	0	0	9	0	"GO:0005634,GO:0016020,GO:0044444,GO:0006810,GO:0044699,GO:0050794,GO:0065008"	0	0	0	0	0	0	0	0
"473"	"c105511_g1_i4"	"59336"	-0.344050255196673	-0.620841494240265	0.851618136670924	1	3	14	0	11	"GO:0005634,GO:0016020,GO:0044444,GO:0006810,GO:0044699,GO:0050794,GO:0065008"	14	3	14	3	14	3	14	3
"474"	"c105537_g1_i1"	"64082"	-0.0233353763529402	3.4910044580093	0.983620166448797	1	86	114	211	191	"GO:0005634"	114	86	114	86	114	86	114	86
"475"	"c105541_g1_i1"	"32414"	-0.118636749697118	9.31722679771252	0.884144105151985	1	7980.38	11113.3	7428.83	8557.03	"GO:0016020,GO:0004576,GO:0006486"	11113.3	7980.38	11113.3	7980.38	11113.3	7980.38	11113.3	7980.38
"476"	"c105547_g1_i1"	"53051"	0.710331541940875	3.92712678347655	0.414734941260841	1	155.35	373.86	196.56	129.85	"GO:0003824"	373.86	155.35	373.86	155.35	373.86	155.35	373.86	155.35
"477"	"c105547_g1_i2"	"53053"	-0.535209060512792	2.17991484710203	0.642923131037748	1	104.65	94.01	17.44	26.15	"GO:0003824"	94.01	104.65	94.01	104.65	94.01	104.65	94.01	104.65
"478"	"c105588_g1_i1"	"26522"	2.06912899265387	4.35552604163787	0.0232762558098627	1	75	364.83	606.58	119	"GO:0016020,GO:0016757,GO:0008152,GO:0044763,GO:0048731"	364.83	75	364.83	75	364.83	75	364.83	75
"479"	"c105595_g1_i1"	"45211"	-0.591040552278601	4.30028886200213	0.530230843882118	1	398.8	376.15	106.41	190.82	"GO:0016021,GO:0015137,GO:0015141,GO:0015183,GO:0017153,GO:0015746,GO:0071422,GO:0089712"	376.15	398.8	376.15	398.8	376.15	398.8	376.15	398.8
"480"	"c105595_g1_i2"	"45212"	-2.44298093635078	1.82393021611037	0.0468915400691614	1	121.29	6.84	23.85	23.75	"GO:0016020,GO:0005215,GO:0006820,GO:0055085"	6.84	121.29	6.84	121.29	6.84	121.29	6.84	121.29
"481"	"c105595_g1_i3"	"45213"	-1.91809981222392	3.11908606850186	0.392666898705156	1	0	0	101.74	331.43	"GO:0016021,GO:0015137,GO:0015141,GO:0015183,GO:0017153,GO:0015746,GO:0071422,GO:0089712"	0	0	0	0	0	0	0	0
"482"	"c105595_g1_i4"	"45214"	-1.19698009544285	-0.689180042334876	0.607509354158823	1	16.92	9.01	0	0	"GO:0016021,GO:0015137,GO:0015141,GO:0015183,GO:0017153,GO:0015746,GO:0071422,GO:0089712"	9.01	16.92	9.01	16.92	9.01	16.92	9.01	16.92
"483"	"c105598_g1_i1"	"99357"	-0.0305513919687152	5.14500056891829	0.974120320428673	1	604	770	301	289	"GO:0044424,GO:0004518,GO:0005515,GO:0044822,GO:0000956"	770	604	770	604	770	604	770	604
"484"	"c105604_g5_i1"	"41773"	-0.025728737823154	6.1206879121823	0.976000030504054	1	845	1021	1042	900	"GO:0015630,GO:0044430"	1021	845	1021	845	1021	845	1021	845
"485"	"c105607_g1_i1"	"36556"	0.315710611377206	2.42550784729431	0.852231510035086	1	118	160.02	21.19	0	"GO:0005777,GO:0003995,GO:0003997,GO:0050660,GO:0006635"	160.02	118	160.02	118	160.02	118	160.02	118
"486"	"c105607_g1_i2"	"45798"	-0.697855232241917	1.43922735706371	0.746391384337498	1	0	0	55.81	78	"GO:0005777,GO:0003995,GO:0003997,GO:0050660,GO:0006635"	0	0	0	0	0	0	0	0
"487"	"c105630_g1_i1"	"27718"	-0.0412892248293057	10.5205626844397	0.961566858024008	1	11823.4	17822.2	25202	25073	"GO:0005737,GO:0005524,GO:0051082,GO:0001666,GO:0006457"	17822.2	11823.4	17822.2	11823.4	17822.2	11823.4	17822.2	11823.4
"488"	"c105630_g1_i2"	"27719"	0.481927502892025	7.51848232388848	0.857091876552072	1	3878.04	6770.55	0	0	"GO:0005737,GO:0005524,GO:0051082,GO:0001666,GO:0006457"	6770.55	3878.04	6770.55	3878.04	6770.55	3878.04	6770.55	3878.04
"489"	"c105637_g1_i1"	"8722"	-0.23874289476894	3.20455565798704	0.819269034219096	1	186	207	51	61	"GO:0000159,GO:0003682,GO:0005515,GO:0008601,GO:0001754,GO:0006470,GO:0007525,GO:0008285,GO:0034047,GO:0045732,GO:0090090,GO:0090244,GO:0090249,GO:0090263,GO:2000134"	207	186	207	186	207	186	207	186
"490"	"c105640_g1_i1"	"45883"	-1.28523248994338	-1.78708616809669	0.518066316469709	1	3.02	0	2.37	2.24	"GO:0003824"	0	3.02	0	3.02	0	3.02	0	3.02
"491"	"c105640_g1_i2"	"45884"	0.218565214316366	4.11479199752469	0.805048002838267	1	226.98	389	176.63	169.76	"GO:0003824"	389	226.98	389	226.98	389	226.98	389	226.98
"492"	"c105664_g2_i1"	"49548"	0.726295812484036	7.20238059994698	0.37899306344715	1	1536.12	3320.98	2238.36	1231.87	"GO:0005851,GO:0005085,GO:0046523,GO:0019509,GO:0043547,GO:0045947"	3320.98	1536.12	3320.98	1536.12	3320.98	1536.12	3320.98	1536.12
"493"	"c105668_g1_i1"	"75371"	-0.295626683666365	4.69313445636857	0.727833354114932	1	424	378	318	285	"GO:0044699"	378	424	378	424	378	424	378	424
"494"	"c105669_g1_i1"	"13381"	-0.702352667815851	3.47819552451723	0.420357229435616	1	157.26	134	118	182	"GO:0005622,GO:0016020,GO:0003924,GO:0005525,GO:0006886,GO:0006913,GO:0007264,GO:0008152"	134	157.26	134	157.26	134	157.26	134	157.26
"495"	"c105670_g1_i1"	"107895"	1.58865042138341	4.37159224981219	0.0717791582806967	1	156.42	586.52	351.36	100	"GO:0005739,GO:0016021"	586.52	156.42	586.52	156.42	586.52	156.42	586.52	156.42
"496"	"c105670_g1_i2"	"59065"	-1.13626907573365	5.31067963393743	0.184042260296168	1	600.29	343.33	395.58	752	"GO:0005739,GO:0016021"	343.33	600.29	343.33	600.29	343.33	600.29	343.33	600.29
"497"	"c105674_g1_i1"	"81974"	-0.717763428692939	1.72874837525469	0.519365902128696	1	32.35	15.44	54.44	65.45	"GO:0005654,GO:0008270,GO:0001570,GO:0003007,GO:0007296,GO:0007569,GO:0045944,GO:0048146,GO:0048589,GO:0048844"	15.44	32.35	15.44	32.35	15.44	32.35	15.44	32.35
"498"	"c105674_g1_i2"	"81975"	-0.686980196804214	1.24452515411748	0.569251250663613	1	59.65	25.56	25.56	9.69	"GO:0005654,GO:0008270,GO:0001570,GO:0003007,GO:0007296,GO:0007569,GO:0045944,GO:0048146,GO:0048589,GO:0048844"	25.56	59.65	25.56	59.65	25.56	59.65	25.56	59.65
"499"	"c105686_g1_i1"	"35201"	5.12548240610387e-15	-2.78163738332491	1	1	0	0	0	0	"GO:0000775,GO:0044763"	0	0	0	0	0	0	0	0
"500"	"c105686_g1_i2"	"35200"	0.305984292129573	5.19791727749761	0.729037219510718	1	500	876	364	318	"GO:0000775,GO:0044763"	876	500	876	500	876	500	876	500
"501"	"c105692_g1_i1"	"14669"	-1.47555007040014	4.16894356575091	0.1326294562889	1	382.09	246.66	47.05	274.28	"GO:0006807,GO:0044238,GO:0044249,GO:0044281,GO:0044711,GO:0044763,GO:1901576"	246.66	382.09	246.66	382.09	246.66	382.09	246.66	382.09
"502"	"c105692_g1_i2"	"14670"	0.399540583545687	3.68067584054705	0.648678182217769	1	102.66	204.39	226.95	168.61	"GO:0006807,GO:0044238,GO:0044249,GO:0044281,GO:0044711,GO:0044763,GO:1901576"	204.39	102.66	204.39	102.66	204.39	102.66	204.39	102.66
"503"	"c105713_g1_i1"	"23928"	7.91566048866071	0.315486313963589	0.00661326355954502	1	0	0	62.27	0	"GO:0044424"	0	0	0	0	0	0	0	0
"504"	"c105713_g1_i2"	"23929"	0.184088122549658	5.76882507684059	0.827412192037108	1	581	973	772.72	686	"GO:0044424"	973	581	973	581	973	581	973	581
"505"	"c105722_g1_i1"	"25346"	-0.649731812578504	1.60255942831036	0.561765552039875	1	46.54	12	53.4	41.67	"GO:0005737,GO:0005515,GO:0016043,GO:0044763"	12	46.54	12	46.54	12	46.54	12	46.54
"506"	"c105722_g1_i2"	"25347"	-1.25791589395677	-0.0706977885620579	0.440565758976188	1	20.45	0	13.59	8.32	"GO:0005737,GO:0016043"	0	20.45	0	20.45	0	20.45	0	20.45
"507"	"c105725_g1_i1"	"19694"	0.200888471339677	4.88320982309752	0.820180539897272	1	443.77	634.25	324.45	240.72	"GO:0005654,GO:0005737,GO:0003987,GO:0005524,GO:0016208,GO:0008610,GO:0019427"	634.25	443.77	634.25	443.77	634.25	443.77	634.25	443.77
"508"	"c105725_g1_i2"	"19693"	0.622253179529691	4.10027141757568	0.484610311028119	1	98.23	334.75	286.21	233.15	"GO:0005654,GO:0005829,GO:0003987,GO:0005524,GO:0016208,GO:0006069,GO:0006805,GO:0019413,GO:0019427,GO:0019542"	334.75	98.23	334.75	98.23	334.75	98.23	334.75	98.23
"509"	"c105726_g1_i1"	"44666"	-0.640056680880154	4.97436474481889	0.450618842973456	1	500	311	417	451	"GO:0004067,GO:0006520"	311	500	311	500	311	500	311	500
"510"	"c105742_g1_i1"	"32867"	3.21028795392632	-2.43829643763058	0.617990300222069	1	0	2.33	0	0	"GO:0008233"	2.33	0	2.33	0	2.33	0	2.33	0
"511"	"c105742_g1_i2"	"32865"	-0.778932275034234	1.77333134486438	0.437404687452255	1	45	29.67	42	58	"GO:0005739,GO:0008237"	29.67	45	29.67	45	29.67	45	29.67	45
"512"	"c105745_g1_i1"	"92523"	-0.20140312013134	5.20920497671705	0.818753253734151	1	619.78	720.28	329	367	"GO:0030125,GO:0005198,GO:0032050,GO:0072583"	720.28	619.78	720.28	619.78	720.28	619.78	720.28	619.78
"513"	"c105746_g1_i1"	"97576"	0.221106953830813	3.92472648475151	0.801195762775639	1	198	325	169	149	"GO:0005829,GO:0005515"	325	198	325	198	325	198	325	198
"514"	"c105749_g1_i1"	"61175"	-0.163534162636059	5.21616743559393	0.847118365872796	1	457	470	572.2	517	"GO:0002193,GO:0005667,GO:0005730,GO:0005737,GO:0000978,GO:0000979,GO:0001077,GO:0001103,GO:0003682,GO:0047485,GO:0001525,GO:0001974,GO:0002437,GO:0003139,GO:0003151,GO:0003160,GO:0003198,GO:0003214,GO:0003222,GO:0003256,GO:0006366,GO:0006959,GO:0007221,GO:0008285,GO:0009912,GO:0009957,GO:0021983,GO:0030183,GO:0030216,GO:0030279,GO:0030513,GO:0035019,GO:0035912,GO:0036302,GO:0042742,GO:0043011,GO:0045596,GO:0045892,GO:0048505,GO:0048733,GO:0048820,GO:0060045,GO:0060486,GO:0060716,GO:0060844,GO:0072554,GO:0072602,GO:0097101,GO:1901186,GO:1901189,GO:1901297,GO:2000138"	470	457	470	457	470	457	470	457
"515"	"c105758_g1_i2"	"111739"	0.462875870328297	-0.533554239708678	0.886395159995529	1	0	0	18.11	11.23	"GO:0005759,GO:0016020,GO:0030529,GO:0043232,GO:0045202,GO:0005515,GO:0006915,GO:0016043"	0	0	0	0	0	0	0	0
"516"	"c105758_g1_i4"	"59247"	-0.136571144058163	3.6768686972457	0.879722339875467	1	157	205	158.78	172.77	"GO:0005759,GO:0016020,GO:0030529,GO:0043232,GO:0045202,GO:0005515,GO:0006915,GO:0016043"	205	157	205	157	205	157	205	157
"517"	"c105759_g1_i1"	"95276"	-1.29980112491837	0.235273494641282	0.529157205329442	1	37.4	18.76	0	0	"GO:0005811"	18.76	37.4	18.76	37.4	18.76	37.4	18.76	37.4
"518"	"c105759_g1_i2"	"95274"	-0.167848507630982	2.32963921531771	0.869836703972634	1	59.6	82.24	57	69	"GO:0005811"	82.24	59.6	82.24	59.6	82.24	59.6	82.24	59.6
"519"	"c105780_g1_i2"	"52664"	-0.806140142367364	0.311383352226646	0.502254174088891	1	21	13	11	14	"GO:0008021,GO:0030121,GO:0008565,GO:0030276,GO:0006886,GO:0007269,GO:0007411,GO:0016183,GO:0042051"	13	21	13	21	13	21	13	21
"520"	"c105799_g1_i1"	"41187"	0.107995145463656	4.38298891886369	0.90190437021178	1	277	394	258	221	"GO:0005654,GO:0005730,GO:0005737,GO:0003725,GO:0003726,GO:0003729,GO:0005515,GO:0006382,GO:0006396,GO:0008285,GO:0016556,GO:0030336,GO:0044387,GO:0045070,GO:0051726"	394	277	394	277	394	277	394	277
"521"	"c105803_g1_i1"	"7230"	0.0567660377393865	8.51525212486924	0.945982953068015	1	3462.84	4382.06	6679.2	5438.1	"GO:0044464,GO:0016043,GO:0044763"	4382.06	3462.84	4382.06	3462.84	4382.06	3462.84	4382.06	3462.84
"522"	"c105809_g2_i1"	"101870"	-0.0115263244932478	6.7640016775503	0.989519687351089	1	934	1656	1590	1767.2	"GO:0005634,GO:0030176,GO:0005515,GO:0019432,GO:0030497,GO:0035338,GO:0042761"	1656	934	1656	934	1656	934	1656	934
"523"	"c105810_g1_i1"	"47134"	-0.819752094369844	1.07147362974856	0.457338213073247	1	41.39	21.11	21.32	21.34	"GO:0005681,GO:0097159,GO:1901363,GO:0007562,GO:0044708,GO:0048477,GO:0048512,GO:0051179,GO:1902589,GO:2000026"	21.11	41.39	21.11	41.39	21.11	41.39	21.11	41.39
"524"	"c105810_g1_i2"	"47135"	-0.110061195386335	6.21710839631616	0.897797259923168	1	775.08	1401.27	774.62	1139.52	"GO:0005681,GO:0097159,GO:1901363,GO:0007562,GO:0044708,GO:0048477,GO:0048512,GO:0051179,GO:1902589,GO:2000026"	1401.27	775.08	1401.27	775.08	1401.27	775.08	1401.27	775.08
"525"	"c105820_g2_i1"	"55"	0.434015217566881	2.91696184287824	0.686533309942975	1	20.38	104.2	148.74	134.63	"GO:0005634,GO:0070062,GO:0004616,GO:0050661,GO:0009051,GO:0019322,GO:0055114"	104.2	20.38	104.2	20.38	104.2	20.38	104.2	20.38
"526"	"c105820_g2_i2"	"324"	-0.0760833583119362	5.14075683656348	0.932226677577593	1	341.62	359.8	650.55	553.37	"GO:0005634,GO:0070062,GO:0004616,GO:0050661,GO:0009051,GO:0019322,GO:0055114"	359.8	341.62	359.8	341.62	359.8	341.62	359.8	341.62
"527"	"c105825_g1_i1"	"99985"	0.388836484272216	7.87984607990698	0.635100374844531	1	2275.61	4915.88	3183.84	2795.89	"GO:0005739,GO:0003755,GO:0008009,GO:0016787,GO:0042056,GO:0000413,GO:0006457,GO:0010759,GO:0050918,GO:0060326"	4915.88	2275.61	4915.88	2275.61	4915.88	2275.61	4915.88	2275.61
"528"	"c105831_g1_i1"	"38094"	0.15234461230843	2.19411069479717	0.884299305647964	1	62.99	105.46	37.99	41.94	"GO:0016460,GO:0031475,GO:0031476,GO:0031477,GO:0005509,GO:0032036,GO:0030048"	105.46	62.99	105.46	62.99	105.46	62.99	105.46	62.99
"529"	"c105831_g1_i2"	"38093"	-0.618750946164955	3.71704666687467	0.490101898790847	1	200.76	101.54	200.86	192.06	"GO:0016460,GO:0031475,GO:0031476,GO:0031477,GO:0005509,GO:0032036,GO:0030048"	101.54	200.76	101.54	200.76	101.54	200.76	101.54	200.76
"530"	"c105835_g1_i1"	"3789"	0.270620944328904	3.37054222042009	0.762063413736788	1	104.53	167.24	167.21	125.43	"GO:0015630,GO:0042995,GO:0043234,GO:0044430"	167.24	104.53	167.24	104.53	167.24	104.53	167.24	104.53
"531"	"c105835_g1_i2"	"3783"	-1.09374173735071	1.83057562623606	0.403239102047555	1	88.47	65.76	2.79	28.57	"GO:0015630,GO:0042995,GO:0043234,GO:0044430"	65.76	88.47	65.76	88.47	65.76	88.47	65.76	88.47
"532"	"c105848_g1_i1"	"31890"	-3.72621522379618	5.45531725177421	0.00735868112245747	1	1191.22	3.83	171.34	841.99	"GO:0005515,GO:0044822"	3.83	1191.22	3.83	1191.22	3.83	1191.22	3.83	1191.22
"533"	"c105870_g1_i1"	"9034"	-0.410774257960959	3.7643983247846	0.634970391445201	1	206	161	184	177	"GO:0005102,GO:0016787,GO:0050839,GO:0007157,GO:0030182,GO:0046426,GO:0050775,GO:0050776,GO:0097105"	161	206	161	206	161	206	161	206
"534"	"c105874_g1_i1"	"95474"	-0.632309743399271	1.55928435234114	0.767239427506251	1	0	0	62.64	83.64	"GO:0008270,GO:0016874,GO:0008152"	0	0	0	0	0	0	0	0
"535"	"c105874_g1_i2"	"95472"	0.139233727161922	3.71974898289029	0.881000105794633	1	193	320	101.36	117.36	"GO:0008270,GO:0016874,GO:0008152"	320	193	320	193	320	193	320	193
"536"	"c105886_g1_i1"	"98305"	0.769923693797758	2.44447076120558	0.443248835764445	1	64	157	49	34	"GO:0000213,GO:0000379,GO:0090502"	157	64	157	64	157	64	157	64
"537"	"c105890_g1_i1"	"112314"	-0.216573548467029	0.356676548084342	0.944403675781671	1	0	0	30	30	"GO:0005488"	0	0	0	0	0	0	0	0
"538"	"c105890_g1_i2"	"112315"	0.282735305504145	0.208678954843168	0.916107337641686	1	23	35	0	0	"GO:0005488"	35	23	35	23	35	23	35	23
"539"	"c105897_g1_i1"	"89101"	-0.0294246740796123	6.4875727077058	0.972112228791895	1	998	1566.9	1117.04	1253	"GO:0005634,GO:0005737,GO:0003723,GO:0006364"	1566.9	998	1566.9	998	1566.9	998	1566.9	998
"540"	"c105912_g1_i1"	"109849"	0.116644284862371	3.25693960738565	0.898516191362359	1	110	159	136	115.03	"GO:0000776,GO:0031080,GO:0006952,GO:0006999,GO:0007080,GO:0033036,GO:0051315,GO:0071702"	159	110	159	110	159	110	159	110
"541"	"c105923_g3_i3"	"37787"	1.72349226871306	5.31027387718018	0.0560204755290382	1	255.56	1340.32	523.81	203.14	"GO:0016020"	1340.32	255.56	1340.32	255.56	1340.32	255.56	1340.32	255.56
"542"	"c105924_g1_i1"	"42984"	0.075216174532047	5.11417216275098	0.929839129634102	1	382.91	569.35	496.03	453	"GO:0000123,GO:0005730,GO:0005737,GO:0008023,GO:0033588,GO:0000993,GO:0008607,GO:0010484,GO:0010485,GO:0051536,GO:0001764,GO:0007417,GO:0030335,GO:0043966,GO:0043967,GO:0045859"	569.35	382.91	569.35	382.91	569.35	382.91	569.35	382.91
"543"	"c105945_g1_i1"	"40523"	0.765857159493557	4.236892257475	0.366330852701883	1	166	386	324	179	"GO:0005739,GO:0005524,GO:0034551"	386	166	386	166	386	166	386	166
"544"	"c105957_g1_i1"	"115962"	0.683481454353422	2.94661632014129	0.459383744657967	1	78.09	183.42	100.58	66.67	"GO:0044464,GO:0046875"	183.42	78.09	183.42	78.09	183.42	78.09	183.42	78.09
"545"	"c105957_g1_i2"	"115961"	0.578583021534956	2.62722495364921	0.56186393120176	1	81.91	170.58	52.42	39.32	"GO:0044464"	170.58	81.91	170.58	81.91	170.58	81.91	170.58	81.91
"546"	"c105995_g1_i1"	"62254"	0.476551084175254	6.07810433447244	0.569557660825688	1	604	1266	1096.09	797.64	"GO:0016021,GO:0008324,GO:0098655"	1266	604	1266	604	1266	604	1266	604
"547"	"c105999_g1_i1"	"103735"	-0.246006512906108	2.21893518484643	0.801515423706871	1	61	54	69	61	"GO:0000139,GO:0005654,GO:0005813,GO:0005925,GO:0005515,GO:0046872,GO:0061630,GO:0070735,GO:0070739,GO:0010212,GO:0016567,GO:0032436"	54	61	54	61	54	61	54	61
"548"	"c106016_g11_i1"	"117644"	-0.476370142486911	3.23263643716889	0.602840527752293	1	142.74	85.68	143.43	126	"GO:0005488,GO:0007165,GO:0007275,GO:0007610,GO:0048523"	85.68	142.74	85.68	142.74	85.68	142.74	85.68	142.74
"549"	"c106016_g11_i2"	"117643"	-6.26617717981705	-1.04581173531202	0.0452233479164785	1	17.49	0	0	0	"GO:0005737,GO:0016020,GO:0005515,GO:0044822,GO:0007631,GO:0008344,GO:0009791,GO:0017148,GO:0021522,GO:0031571,GO:0035264,GO:0044267,GO:0048009,GO:0048873,GO:0050881,GO:0050885"	0	17.49	0	17.49	0	17.49	0	17.49
"550"	"c106024_g1_i3"	"20543"	-0.175478955082672	5.54815237020506	0.839529877601738	1	442.06	602.83	705.7	785.07	"GO:0008137,GO:0046872,GO:0048038,GO:0051539,GO:0055114"	602.83	442.06	602.83	442.06	602.83	442.06	602.83	442.06
"551"	"c106026_g1_i1"	"15725"	-0.711832611206663	7.00039636972934	0.403028713914769	1	2382.88	2030.61	936.77	1589.14	"GO:0005783,GO:0044425,GO:0044446,GO:0005515,GO:0002040,GO:0007411,GO:0007420,GO:0021554,GO:0043010,GO:0048922,GO:0048936"	2030.61	2382.88	2030.61	2382.88	2030.61	2382.88	2030.61	2382.88
"552"	"c106029_g1_i1"	"113780"	0.173238454842148	3.13998048790599	0.85306641172651	1	114.63	158.37	119.34	88.89	"GO:0008152"	158.37	114.63	158.37	114.63	158.37	114.63	158.37	114.63
"553"	"c106029_g1_i2"	"113781"	0.378174239906993	4.13283061259776	0.656487628596971	1	202.37	299.63	290.66	175.11	"GO:0008152"	299.63	202.37	299.63	202.37	299.63	202.37	299.63	202.37
"554"	"c106032_g1_i1"	"62975"	0.684117873724553	3.32351260034958	0.468156038528751	1	58.67	129.43	229.93	128.66	"GO:0005802,GO:0003924,GO:0005525,GO:0008047,GO:0006886,GO:0007030,GO:0007264,GO:0009404,GO:0031584,GO:0034067,GO:0042147"	129.43	58.67	129.43	58.67	129.43	58.67	129.43	58.67
"555"	"c106032_g1_i2"	"62977"	0.466099679559489	6.75901594353948	0.570023913619347	1	1039.11	2029.94	1748.96	1221.55	"GO:0005802,GO:0003924,GO:0005525,GO:0008047,GO:0006886,GO:0007030,GO:0007264,GO:0009404,GO:0031584,GO:0034067,GO:0042147"	2029.94	1039.11	2029.94	1039.11	2029.94	1039.11	2029.94	1039.11
"556"	"c106035_g2_i2"	"31826"	-1.5378811349087	2.78527095650041	0.114362321845457	1	184.06	58.31	46	68.46	"GO:0016740,GO:0008152"	58.31	184.06	58.31	184.06	58.31	184.06	58.31	184.06
"557"	"c106035_g2_i3"	"31825"	-2.24197210323847	3.89686496984731	0.0120990376560194	1	274.91	89.57	66	331.54	"GO:0016740,GO:0008152"	89.57	274.91	89.57	274.91	89.57	274.91	89.57	274.91
"558"	"c106035_g2_i4"	"31824"	-1.3023376964515	0.122735181744377	0.536649579434324	1	34.23	17.12	0	0	"GO:0016740,GO:0008152"	17.12	34.23	17.12	34.23	17.12	34.23	17.12	34.23
"559"	"c106040_g1_i1"	"8850"	-0.857647362300393	2.83426509608459	0.351448773421924	1	125	73.99	75	100	"GO:0072358"	73.99	125	73.99	125	73.99	125	73.99	125
"560"	"c106043_g1_i1"	"62301"	4.33124940871731	-2.09161005664212	0.278620120379522	1	0	0	5	0	"GO:0005654,GO:0005794,GO:0000978,GO:0001077,GO:0005515,GO:0003143,GO:0006367,GO:0014883,GO:0030903,GO:0035329,GO:0042127,GO:0045944,GO:0048339,GO:0048368,GO:0071300,GO:0071902,GO:1902459"	0	0	0	0	0	0	0	0
"561"	"c106043_g1_i2"	"62302"	9.70313784664553	1.9782840084191	3.62038897635923e-07	0.0127129958904854	0	76.43	146.81	0	"GO:0005634,GO:0003700,GO:0006355,GO:0035329"	76.43	0	76.43	0	76.43	0	76.43	0
"562"	"c106043_g1_i4"	"62298"	-1.03675254294001	2.11900101274575	0.281119796409948	1	87.16	38.28	43.96	54.3	"GO:0005634,GO:0003700,GO:0006355,GO:0035329"	38.28	87.16	38.28	87.16	38.28	87.16	38.28	87.16
"563"	"c106048_g1_i1"	"58342"	0.283356456469611	5.42950433239974	0.736267331177838	1	467	707	707.33	498.04	"GO:0000166,GO:0008152"	707	467	707	467	707	467	707	467
"564"	"c106059_g1_i3"	"45806"	-1.93404049854177	4.23578505593493	0.0376776943765015	1	552.89	131.4	102.68	192.38	"GO:0000124,GO:0004843,GO:0008270,GO:0010485,GO:0019899,GO:0030374,GO:0006511,GO:0016574,GO:0016578,GO:0043967,GO:0045893,GO:0045931"	131.4	552.89	131.4	552.89	131.4	552.89	131.4	552.89
"565"	"c106060_g1_i1"	"117445"	-0.2355860784934	8.44226332874669	0.776863816232608	1	3289.12	5311	4321.33	6033.78	"GO:0005730,GO:0003677,GO:0003725,GO:0006351,GO:0045893"	5311	3289.12	5311	3289.12	5311	3289.12	5311	3289.12
"566"	"c106068_g1_i1"	"16175"	1.3834085585462	3.84933316973408	0.138777082436082	1	64.84	198.62	408.7	130.91	"GO:0005884,GO:0030426,GO:0030864,GO:0031594,GO:0061176,GO:0061177,GO:0001786,GO:0005546,GO:0005547,GO:0051015,GO:0016477,GO:0045887,GO:0072553"	198.62	64.84	198.62	64.84	198.62	64.84	198.62	64.84
"567"	"c106068_g1_i2"	"16176"	-0.552022211552618	4.94384749099956	0.52909402440452	1	300.16	322.75	417.3	602.4	"GO:0005884,GO:0030426,GO:0030864,GO:0031594,GO:0061176,GO:0061177,GO:0001786,GO:0005546,GO:0005547,GO:0051015,GO:0016477,GO:0045887,GO:0072553"	322.75	300.16	322.75	300.16	322.75	300.16	322.75	300.16
"568"	"c106074_g1_i1"	"69658"	0.207976612349629	0.870952043777844	0.920153542185005	1	39.57	13.19	39.57	0	"GO:0008328,GO:0014069,GO:0016323,GO:0030054,GO:0043231,GO:0044444,GO:0045211,GO:0004385,GO:0019900,GO:0035255,GO:0002376,GO:0007268,GO:0007399,GO:0009653,GO:0009888,GO:0010923,GO:0042127,GO:0043113,GO:0045197,GO:0046939,GO:0048513,GO:0048522,GO:0097120"	13.19	39.57	13.19	39.57	13.19	39.57	13.19	39.57
"569"	"c106074_g1_i2"	"69657"	-1.18991477258992	2.11622020529721	0.229281577263176	1	49.54	47.17	30.29	95.16	"GO:0008328,GO:0014069,GO:0016323,GO:0030054,GO:0043231,GO:0044444,GO:0045211,GO:0004385,GO:0019900,GO:0035255,GO:0002376,GO:0007268,GO:0007399,GO:0009653,GO:0009888,GO:0010923,GO:0042127,GO:0043113,GO:0045197,GO:0046939,GO:0048513,GO:0048522,GO:0097120"	47.17	49.54	47.17	49.54	47.17	49.54	47.17	49.54
"570"	"c106074_g1_i3"	"69656"	-0.14142418405425	1.91713048164398	0.89597545034312	1	70.89	53.64	50.14	24.84	"GO:0030054,GO:0043231,GO:0044444,GO:0044459,GO:0045202,GO:0098589,GO:0019900,GO:0002376,GO:0009653,GO:0009888,GO:0016043,GO:0042127,GO:0044763,GO:0048513,GO:0048522,GO:0048523"	53.64	70.89	53.64	70.89	53.64	70.89	53.64	70.89
